,ContractId,VersionId,Subject,PublishedAtUtc,ValueVatExcluded,ValueVatIncluded,SupplierIC,SupplierName,PublisherIC,PricePaid
11641,3044942,3280858,Faktrura - stravenky,2017-09-27 15:48:08,,267236,24745391,Edenred CZ s.r.o.,70108374,267236.0
11643,3053090,3289550,stravenky - září,2017-09-29 12:41:37,,168000,24745391,Edenred CZ s.r.o.,86652036,168000.0
11644,3196862,3447450,Objednávka stravenek,2017-10-16 14:18:05,136363.0,165000,24745391,Edenred CZ s.r.o.,47813750,136363.0
11645,1752354,1890818,Objednávka stravenek pro zaměstnance ÚMČ Praha 11 na měsíc květen 2017.,2017-05-09 12:47:22,423909.0,424372,24745391,Edenred CZ s.r.o.,231126,423909.0
11646,1647682,1778006,objednávka stravenek ,2017-04-24 14:35:11,,184000,24745391,Edenred CZ s.r.o.,86652036,184000.0
11650,3181578,3430502,Objednávka stravenek,2017-10-13 11:54:57,,75241,24745391,Edenred CZ s.r.o.,250996,75241.0
11653,2562066,2757894,Objednávka stravenek pro ZZS Praha-východ - červenec 2017,2017-08-02 10:14:02,,81050,24745391,Edenred CZ s.r.o.,75030926,81050.0
11654,1350386,1460138,Objednávka stravenek,2017-03-14 10:21:54,,62586,24745391,Edenred CZ s.r.o.,250996,62586.0
11664,2124790,2290446,Objednávka stravenek PřF MU - 07/2017,2017-06-21 12:02:41,799520.0,799520,24745391,Edenred CZ s.r.o.,216224,799520.0
11665,1468562,1585746,Objednávka stravenek pro ZZS Kutná Hora - březen 2017,2017-03-30 08:13:55,,109650,24745391,Edenred CZ s.r.o.,75030926,109650.0
11666,2358830,2542738,Objednávka stravenek pro zaměstnance ÚMČ Praha 11 na červenec 2017,2017-07-12 15:49:25,358584.0,358958,24745391,Edenred CZ s.r.o.,231126,358584.0
11671,1449710,1565994,stravenky na březen,2017-03-28 12:38:02,,184000,24745391,Edenred CZ s.r.o.,86652036,184000.0
11673,1339486,1444794,Objednávka stravenek,2017-03-13 08:41:51,,111860,24745391,Edenred CZ s.r.o.,14450542,111860.0
11674,2983390,3213842,Kupní smlouva – stravenky na říjen 2017,2017-09-21 10:03:13,545680.0,,24745391,Edenred CZ s.r.o.,216224,545680.0
11675,2002038,2158150,Nákup stravenek 06-2017,2017-06-08 10:10:33,463636.0,561000,24745391,Edenred CZ s.r.o.,25062,463636.0
11677,1976738,2131174,Objednávka stravenek ,2017-06-06 07:50:42,,64960,24745391,Edenred CZ s.r.o.,97811,64960.0
11679,1757566,1896334,Objednávka stravenek na období 10/2016,2017-05-10 07:28:07,152000.0,152000,24745391,Edenred CZ s.r.o.,300063,152000.0
11680,1510850,1629770,Objednávka stravenek,2017-04-04 12:39:02,196049.0,,24745391,Edenred CZ s.r.o.,272728,196049.0
11681,3202726,3453766,Objednávka stravenek za září 2017,2017-10-17 09:08:21,,88380,24745391,Edenred CZ s.r.o.,70961808,88380.0
11682,1524922,1644778,Objednávka stravenek,2017-04-05 14:40:00,55600.0,,24745391,Edenred CZ s.r.o.,20869,55600.0
11683,1499946,1618302,Objednávka stravenky,2017-04-03 13:11:14,240000.0,246679,24745391,Edenred CZ s.r.o.,64475,240000.0
11684,1248846,1333358,Objednání stravenek pro ZZS Příbram - únor 2017,2017-02-27 12:13:51,,78975,24745391,Edenred CZ s.r.o.,75030926,78975.0
11688,3018598,3252182,Dílčí obejdnávka k obchodní smlouvě - stravenky září 2017- ze dne 12.9. 2017 ,2017-09-26 07:47:06,320000.0,,24745391,Edenred CZ s.r.o.,70883858,320000.0
11693,1236906,1320554,Objednávka stravenek,2017-02-24 06:45:20,,112000,24745391,Edenred CZ s.r.o.,301493,112000.0
11694,2185342,2355290,Nákup stravenek za období 12/2016,2017-06-26 17:51:41,200000.0,2e+05,24745391,Edenred CZ s.r.o.,62933591,200000.0
11696,2817834,3032982,Dílčí plnění stravenky srpen H. Králové.,2017-09-01 11:14:37,,73990,24745391,Edenred CZ s.r.o.,60162694,73990.0
11697,1670426,1802842,stravenky,2017-04-26 14:12:26,84000.0,84000,24745391,Edenred CZ s.r.o.,277819,84000.0
11698,1865754,2012750,stravenky - květen,2017-05-24 10:29:11,,2e+05,24745391,Edenred CZ s.r.o.,86652036,200000.0
11699,5047267,5439703,Kupní smlouva č. 215/2018 - nákup stravenek květen 2018,2018-05-03 13:39:15,291000.0,,24745391,Edenred CZ s.r.o.,72563346,291000.0
11700,718685,763737,Objednáváme u Vás stravenky v nominální hodnotě 2037ks á 80Kč a 103ks á 40Kč.,2016-12-06 12:14:52,,167201,24745391,Edenred CZ s.r.o.,274968,167201.0
11704,5319031,5726987,Objednávka stravenek pro ZZS Beroun - květen 2018,2018-06-01 11:08:10,,61125,24745391,Edenred CZ s.r.o.,75030926,61125.0
11705,913169,972577,Objednávka stravenek  ÚzP v Břeclavi 1/2017(AVISme 2016001667),2017-01-06 10:04:46,143810.0,174020,24745391,Edenred CZ s.r.o.,72080043,143810.0
11707,712929,757453,objednávka stravenek pro zaměstnance na prosinec 2016 (AVISme 2016000027),2016-12-05 16:36:09,82981.0,82981,24745391,Edenred CZ s.r.o.,72546522,82981.0
11711,5122311,5519451,stravenky na červen - 1.100ks,2018-05-14 14:07:31,,88000,24745391,Edenred CZ s.r.o.,44992785,88000.0
11712,5117227,5514071,Objednávka: stravenky,2018-05-14 10:28:08,630000.0,,24745391,Edenred CZ s.r.o.,60733098,630000.0
11713,170133,179469,Objednávka stravenek,2016-09-02 11:57:23,,102830,24745391,Edenred CZ s.r.o.,25208,102830.0
11714,285805,305349,objednávka stravenek na říjen 2016,2016-09-29 08:55:11,135975.0,135975,24745391,Edenred CZ s.r.o.,275336,135975.0
11715,5039391,5431143,"Nákup stravenek za 04/2018, 684 ks",2018-05-03 08:08:45,,68484,24745391,Edenred CZ s.r.o.,75014149,68484.0
11717,143573,151457,Pbjednávka - nákup stravenek,2016-08-26 14:40:31,96000.0,,24745391,Edenred CZ s.r.o.,64650871,96000.0
11719,5680887,6118995,objednávka - stravenky na 6/2018,2018-07-11 16:40:30,,322660,24745391,Edenred CZ s.r.o.,297852,322660.0
11721,99041,104897,Dodávka stravenek pro zaměstnance,2016-08-17 11:02:13,247965.0,,24745391,Edenred CZ s.r.o.,64814467,247965.0
11724,8605,8833,Objednávka stravenek pro zaměstnance na období červenec - srpen,2016-07-15 09:38:22,450000.0,544500,24745391,Edenred CZ s.r.o.,49277600,450000.0
11726,5106439,5502707,Objednávka stravenek,2018-05-11 12:08:36,,72661,24745391,Edenred CZ s.r.o.,250996,72661.0
11728,5730875,6173043,Objednávka stravenek,2018-07-18 10:43:24,134500.0,134500,24745391,Edenred CZ s.r.o.,64650871,134500.0
11732,5773599,6219539,Objednávka stravenek 184/2018,2018-07-23 16:03:44,282500.0,284892,24745391,Edenred CZ s.r.o.,271632,282500.0
11733,5663319,6100011,Objednávka stravenek,2018-07-10 11:12:52,198000.0,198000,24745391,Edenred CZ s.r.o.,70883521,198000.0
11739,913101,972509,Nákup stravenek na prosinec,2017-01-06 10:01:24,252070.0,,24745391,Edenred CZ s.r.o.,62156462,252070.0
11741,5867623,6322487,Objednávka stravenky 8/2018,2018-08-02 15:07:35,121280.0,,24745391,Edenred CZ s.r.o.,25097,121280.0
11743,672937,714637,Objednávka stravenek OS ZZS Beroun,2016-11-30 10:27:34,,55300,24745391,Edenred CZ s.r.o.,75030926,55300.0
11745,5410223,5824623,Dílčí objednávka k obchodní smlouvě - stravenky červen 2018,2018-06-11 15:29:22,390000.0,,24745391,Edenred CZ s.r.o.,70883858,390000.0
11746,5498967,5920687,Objednávka stravenek za květen 2018,2018-06-20 09:45:25,275661.0,,24745391,Edenred CZ s.r.o.,62156462,275661.0
11747,5791671,6238759,Objednávka stravenek srpen 2018 ESF MU/Edenred,2018-07-25 09:02:21,242720.0,242720,24745391,Edenred CZ s.r.o.,216224,242720.0
11748,5637223,6071063,objednávka stravenek,2018-07-04 09:42:50,52500.0,52500,24745391,Edenred CZ s.r.o.,26154170,52500.0
11749,248773,266741,"stravenky na měsíc říjen 2016 - 750ks á 80,-Kč",2016-09-20 14:08:29,,60000,24745391,Edenred CZ s.r.o.,44992785,60000.0
11752,911125,970405,Objednávka stravenek ÚzP v Mladé Boleslavi 01/2017 (AVISme 2016001636),2017-01-06 07:56:35,183050.0,183050,24745391,Edenred CZ s.r.o.,72080043,183050.0
11754,927941,988353,stravenky 01/17,2017-01-09 16:10:54,201180.0,,24745391,Edenred CZ s.r.o.,68081723,201180.0
11755,800989,852581,Objednávka stravenek,2016-12-19 09:48:17,510000.0,513702,24745391,Edenred CZ s.r.o.,67985998,510000.0
11757,911285,970569,Objednávka stravenek ÚzP v Berouně 1/2017 (AVISme 2016001639),2017-01-06 08:02:28,56980.0,56980,24745391,Edenred CZ s.r.o.,72080043,56980.0
11759,5450247,5867907, Objednávka stravenek č. O/1934/2018/OHS na 7/2018,2018-06-14 14:05:26,,330000,24745391,Edenred CZ s.r.o.,845451,330000.0
12159,416373,443233,Objednávka stravenek,2016-10-24 08:45:25,84000.0,,62913671,Up Česká republika s.r.o.,25270095,84000.0
12162,884805,942133,Objednávka_stravenky_GFŘ 1/2017 (AVISme 2016001546),2017-01-03 11:34:55,56980.0,56980,62913671,Up Česká republika s.r.o.,72080043,56980.0
12164,132637,140069,stravenky,2016-08-24 13:24:37,84000.0,84000,62913671,Up Česká republika s.r.o.,277819,84000.0
12168,230609,245625,Objednávka stravenek,2016-09-16 07:53:10,193830.0,,62913671,Up Česká republika s.r.o.,64610250,193830.0
12170,390349,415593,"Nákup 800 ks stravenek v hodnotě 80,- Kč pro Okresní státní zastupitelství Plzeň - sever",2016-10-18 13:54:51,64000.0,,62913671,Up Česká republika s.r.o.,26034,64000.0
12172,216797,229145,Objednávka - stravenky pro zaměstnance na měsíc září 2016,2016-09-13 13:28:00,90826.0,109900,62913671,Up Česká republika s.r.o.,829013,90826.0
12177,5743031,6186339,Objednávka stravenek pro zaměstnance za měsíc červen 2018,2018-07-19 10:35:34,211770.0,211770,62913671,Up Česká republika s.r.o.,24899,211770.0
12188,5360207,5770167,17. DP CRS 165750098 - stravenky - květen 2018,2018-06-06 09:01:17,,125840,62913671,Up Česká republika s.r.o.,60162694,125840.0
12190,5154035,5552871,Objednávka stravenek,2018-05-16 15:31:50,,90000,62913671,Up Česká republika s.r.o.,70887616,90000.0
12192,5659719,6095991,Objednávka stravenky 6/2018,2018-07-10 07:58:09,177210.0,,62913671,Up Česká republika s.r.o.,70994234,177210.0
12210,1397778,1510566,Objednávka stravenky 3/2017,2017-03-21 07:59:56,66590.0,66629,61860476,Sodexo Pass Česká republika a.s.,75086999,66590.0
12211,1657618,1789030,"Kupní smlouva - stravenky pro zaměstnance KoP Znojmo, Moravský Krumlov ",2017-04-25 13:14:12,153907.0,154056,61860476,Sodexo Pass Česká republika a.s.,72496991,153907.0
12213,5651587,6087503,Objednávka stravenek,2018-07-09 11:47:21,99840.0,,61860476,Sodexo Pass Česká republika a.s.,78,99840.0
12216,242185,259797,Zajištění nákupu stravenek pro zaměstnance Krajského úřadu,2016-09-19 15:49:20,855695.0,1035391,61860476,Sodexo Pass Česká republika a.s.,70891095,855695.0
12217,416181,443033,Objednávka stravenek ke sml. č. 7/0978/94,2016-10-24 08:21:27,180000.0,180605,61860476,Sodexo Pass Česká republika a.s.,27251,180000.0
12218,1079197,1148801,Objednávka stravenek na únor 2017,2017-01-31 12:30:28,,132000,61860476,Sodexo Pass Česká republika a.s.,373222,132000.0
12221,5376671,5788183,"280180027 - Objednáváme u Vás stravenky za měsíc květen 2018 v hodnotě 80,- Kč/ks v počtu 1093 ks.",2018-06-07 10:43:35,87440.0,87440,61860476,Sodexo Pass Česká republika a.s.,70960399,87440.0
12223,917845,977533,"Nákup stravenek Praha, leden 2017",2017-01-06 14:57:02,83500.0,83500,61860476,Sodexo Pass Česká republika a.s.,25593,83500.0
12224,331845,354289,Objednávka stravenek na říjen 2016,2016-10-07 09:05:17,84603.0,102370,61860476,Sodexo Pass Česká republika a.s.,71185216,84603.0
12225,5881151,6337087,stravenky pro zaměstnance KrP v Českých Budějovicích,2018-08-06 10:13:47,962826.0,963889,61860476,Sodexo Pass Česká republika a.s.,72496991,962826.0
12226,651733,691949,Objednávka_stravenky 10/2016_ÚzP Hranice  (AVISme 2016000630),2016-11-28 08:45:15,53620.0,53620,61860476,Sodexo Pass Česká republika a.s.,72080043,53620.0
12228,206821,218617,nákup stravenek,2016-09-12 09:32:19,151050.0,151270,61860476,Sodexo Pass Česká republika a.s.,47114304,151050.0
12230,5918735,6377899,Objednávka stravenek na měsíc srpen 2018,2018-08-09 17:12:50,61840.0,61840,61860476,Sodexo Pass Česká republika a.s.,24805,61840.0
12231,563273,599461,Objednávka_stravenky 07/2016_ÚzP Olomouc ,2016-11-16 07:53:09,259980.0,259980,61860476,Sodexo Pass Česká republika a.s.,72080043,259980.0
12232,591645,629645,stravenky,2016-11-22 13:08:38,65540.0,65653,61860476,Sodexo Pass Česká republika a.s.,47114304,65540.0
12233,5057119,5450187,Objednávka stravenek 05/2018 Jeseník,2018-05-04 10:44:25,88286.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,88286.0
12234,1117313,1189245,Kupní smlouva - stravenky Blansko 2-2017,2017-02-06 14:06:32,144108.0,144249,61860476,Sodexo Pass Česká republika a.s.,72496991,144108.0
12237,1113541,1185201,Objednávka_stravenky 2/2017_ÚzP Ústí nad Orlicí (AVISme 2016001992),2017-02-06 10:13:32,131950.0,131950,61860476,Sodexo Pass Česká republika a.s.,72080043,131950.0
12238,911549,970845,Objednávka stravenek ÚzP v Říčanech 1/2017 (AVISme 2016001650),2017-01-06 08:25:08,121660.0,121660,61860476,Sodexo Pass Česká republika a.s.,72080043,121660.0
12240,5642923,6077275,"280180035 - Objednáváme u Vás stravenky za měsíc červen 2018 v hodnotě 80,- Kč/ks v počtu 1111 ks.",2018-07-04 14:14:07,88880.0,88880,61860476,Sodexo Pass Česká republika a.s.,70960399,88880.0
12242,131445,559217,Objednávka stravenek,2016-11-10 10:27:59,43386.0,86772,61860476,Sodexo Pass Česká republika a.s.,70886334,43386.0
12245,890817,948517,Objednávka_stravenky -ÚzP v Sokolově 1/2017 (AVISme 2016001564),2017-01-04 08:16:54,123200.0,123200,61860476,Sodexo Pass Česká republika a.s.,72080043,123200.0
12246,5097267,5492971,Objednávka stravenek 05/2018 Prostějov,2018-05-10 14:31:16,177697.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,177697.0
12338,5711475,6152035,Objednávka: 4551010133 stravenky,2018-07-16 13:59:40,170000.0,,62913671,Up Česká republika s.r.o.,61989592,170000.0
12340,5118051,5514923,Objednávka stravenek- ÚnL - duben až červen 2018,2018-05-14 10:58:52,40387.0,40387,62913671,Up Česká republika s.r.o.,61387584,40387.0
12342,5227799,5630175,Objednávka stravenek na měsíc 6/2018,2018-05-23 13:58:22,170850.0,,62913671,Up Česká republika s.r.o.,266621,170850.0
12343,5537115,5963455,stravenky,2018-06-25 09:19:47,56288.0,56504,62913671,Up Česká republika s.r.o.,25291408,56288.0
12344,5643551,6077967,Objednávka poukázek - typ stravenky ,2018-07-04 14:47:15,289740.0,,62913671,Up Česká republika s.r.o.,64053466,289740.0
12345,2587818,6313979,Objednávka stravenky včetně akceptace,2018-08-02 08:22:35,407790.0,,62913671,Up Česká republika s.r.o.,215708,407790.0
12354,5258783,5663131,Objednávka stravenky Chéque Déjeuner,2018-05-28 08:17:58,,70000,62913671,Up Česká republika s.r.o.,194972,70000.0
12358,5581987,6012119,Objednávka stravenek na červenec 2018,2018-06-28 08:27:13,72000.0,72000,62913671,Up Česká republika s.r.o.,24716,72000.0
12359,5863411,6317923,Objednávka stravenek,2018-08-02 11:23:41,,90000,62913671,Up Česká republika s.r.o.,70887616,90000.0
12361,5259107,5663463,Objednávka na nákup stravenek,2018-05-28 08:45:59,313280.0,,62913671,Up Česká republika s.r.o.,272868,313280.0
12367,5116523,5513351,Objednávka stravenek 05/18  OPF,2018-05-14 10:01:05,210000.0,210000,62913671,Up Česká republika s.r.o.,47813059,210000.0
12368,5339327,5748195,Objednávka stravenek 6/2018,2018-06-04 15:16:04,,121282,62913671,Up Česká republika s.r.o.,67985530,121282.0
12372,5666943,6104007,Potvrzená objednavka - 7/2018 na 2000 Ks stravenek,2018-07-10 14:49:16,162904.0,,62913671,Up Česká republika s.r.o.,69170754,162904.0
12373,5128747,5526187,Objednávka - stravenky 25.9.2017,2018-05-15 08:33:29,50000.0,,62913671,Up Česká republika s.r.o.,25144251,50000.0
12375,380969,405677,stravenky 9/2016,2016-10-17 13:28:24,1057723.0,1058388,61860476,Sodexo Pass Česká republika a.s.,61988987,1057723.0
12376,715949,760717,Objednávka stravenek - FÚ pro Jihočeský kraj (AVISme 2016000903),2016-12-06 09:36:26,81446.0,81446,61860476,Sodexo Pass Česká republika a.s.,72080043,81446.0
12377,557685,593493,"Objednávka_stravenky Gastro Pass na měsíc listopad 2016_FÚ, ÚP 1 - 12
 ",2016-11-15 11:04:54,3029530.0,3029530,61860476,Sodexo Pass Česká republika a.s.,72080043,3029530.0
12380,548381,583765,Objednávka_stravenky_10/2016_ÚzP Přerov ,2016-11-14 14:35:48,92820.0,92820,61860476,Sodexo Pass Česká republika a.s.,72080043,92820.0
12385,19989,20621,Objednávka stravenek za červen 2016,2016-07-21 13:24:20,644490.0,644490,61860476,Sodexo Pass Česká republika a.s.,274046,644490.0
12386,3449836,3720208,Objednávka stravenek 11/2017 okres Šumperk,2017-11-09 14:34:34,226561.0,226830,61860476,Sodexo Pass Česká republika a.s.,72496991,226561.0
12387,4880912,5262936,Objednávka stravenky březen,2018-04-16 13:57:57,182397.0,220700,61860476,Sodexo Pass Česká republika a.s.,18562,182397.0
12389,4802780,5179240,stravenky za duben,2018-04-06 14:27:54,116280.0,,61860476,Sodexo Pass Česká republika a.s.,409316,116280.0
12390,731313,777193,Objednávka_nákup stravenek na 12/2016_FÚ MSK (AVISme 2016001048),2016-12-07 15:02:28,50210.0,50210,61860476,Sodexo Pass Česká republika a.s.,72080043,50210.0
12391,4818736,5196220,"kupní smlouva - stravenky pro zaměstnance kontaktního pracoviště Vyškov, Slavkov a Bučovice",2018-04-09 15:23:46,121218.0,121339,61860476,Sodexo Pass Česká republika a.s.,72496991,121218.0
12392,3573604,3851668,"Objednávka poukázek flexi pass, holiday pass a stravenek",2017-11-23 12:51:13,,139990,61860476,Sodexo Pass Česká republika a.s.,60749105,139990.0
12393,1105673,1177089,Objednávka_stravenky 2/2017_ÚzP v Chrudimi (AVISme 2016001963),2017-02-03 13:16:12,126280.0,126280,61860476,Sodexo Pass Česká republika a.s.,72080043,126280.0
12394,4257860,4588120,Objednávka stravenek únor 2018,2018-02-05 08:02:50,213500.0,213500,61860476,Sodexo Pass Česká republika a.s.,24945,213500.0
12395,357281,380773,Nákup stravenek KoP Karviná,2016-10-12 11:48:38,189507.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,189507.0
12396,723529,768937,Objednávka stravenky prosinec 2016,2016-12-07 06:28:26,,267750,61860476,Sodexo Pass Česká republika a.s.,75003716,267750.0
12397,4817428,5194816,kupní smlouva - stravenky pro zaměstnance kontaktního pracoviště Blansko,2018-04-09 14:31:55,140494.0,140632,61860476,Sodexo Pass Česká republika a.s.,72496991,140494.0
12399,4264176,4594972,Objednávka stravenky - únor 2018,2018-02-05 13:38:50,,953635,61860476,Sodexo Pass Česká republika a.s.,72496991,953635.0
12400,876393,932953,Objednávka stravenek,2017-01-02 13:21:53,179550.0,179550,61860476,Sodexo Pass Česká republika a.s.,25241,179550.0
12402,4344716,4682412,Nákup stravenek,2018-02-13 16:01:18,,50356,61860476,Sodexo Pass Česká republika a.s.,72496991,50356.0
12404,729645,775421,Objednávka stravenek - prosinec,2016-12-07 13:55:15,358890.0,,61860476,Sodexo Pass Česká republika a.s.,47366630,358890.0
12407,715913,760681,Objednávka stravenek - FÚ pro Jihočeský kraj (AVISme 2016000902),2016-12-06 09:32:55,137376.0,137376,61860476,Sodexo Pass Česká republika a.s.,72080043,137376.0
